Word,Pronunciation,Root Word Returned,Missing
profs, prɑːf prɑf,1,0
profuse, prəˈfjuːs prəˈfjus,0,0
profusely, prəˈfjuːsli prəˈfjus·li,0,0
profusion, prəˈfjuːʒən,0,0
progenitor, proʊˈdʒenət̬ɚ proʊˈdʒenət̬ɚ proʊˈdʒenət̬ɚ,0,0
progeny, ˈprɑːdʒəni ˈprɑdʒ·ə·ni,0,0
progesterone, proʊˈdʒestəroʊn proʊˈdʒes·təˌroʊn,0,0
prognosis, prɑːɡˈnoʊsɪs prɑːɡˈnoʊsɪs prɑɡˈnoʊ·sɪs,0,0
prognosticated, prɑːɡˈnɑːstəkeɪt prɑːɡˈnɑːstəkeɪt,1,0
prognostication, prɑːɡnɑːstəˈkeɪʃən prɑːɡnɑːstəˈkeɪʃən,0,0
prognostications, prɑːɡnɑːstəˈkeɪʃən prɑːɡnɑːstəˈkeɪʃən,1,0
program," ˈproʊɡræm ˈproʊɡræm ˈproʊ·ɡræm, -ɡrəm ˈproʊ·ɡræm, -ɡrəm ˈproʊ·ɡræm, -ɡrəm ˈproʊ·ɡræm, -ɡrəm",0,0
programing,,0,1
programmable, ˈproʊɡræməbəl,0,0
programmatic, ˌproʊɡrəˈmæt̬ɪk ˌproʊɡrəˈmæt̬ɪk,0,0
programme, ˈproʊɡræm ˈproʊɡræm ˈproʊɡræm,0,0
programmed, ˈproʊɡræm ˈproʊɡræm ˈproʊɡræm ˈproʊɡræm,1,0
programmer, ˈproʊɡræmɚ ˈproʊˌɡræm·ər,0,0
programmers, ˈproʊɡræmɚ ˈproʊˌɡræm·ər,1,0
programming, ˈproʊɡræmɪŋ,0,0
programs," ˈproʊɡræm ˈproʊɡræm ˈproʊ·ɡræm, -ɡrəm ˈproʊ·ɡræm, -ɡrəm ˈproʊ·ɡræm, -ɡrəm ˈproʊ·ɡræm, -ɡrəm",1,0
progress," ˈprɑːɡres ˈprɑɡ·rəs, -res ˈprɒɡres",0,0
progressed, prəˈɡres prəˈɡres prəˈɡres prəˈɡres,1,0
progresses," ˈprɑːɡres ˈprɑːɡres ˈprɑɡ·rəs, -res ˈprɑɡ·rəs, -res ˈprɒɡres",1,0
progressing, prəˈɡres prəˈɡres prəˈɡres prəˈɡres,1,0
progression, prəˈɡreʃən prəˈɡreʃən prəˈɡreʃən,0,0
progressive, prəˈɡresɪv prəˈɡresɪv prəˈɡresɪv prəˈɡresɪv prəˈɡresɪv prəˈɡresɪv prəˈɡres·ɪv prəˈɡres·ɪv prəˈɡresɪv prəˈɡresɪv prəˈɡresɪv,0,0
progressively, prəˈɡresɪvli prəˈɡresɪvli,0,0
prohibit," prəˈhɪbɪt prəˈhɪbɪt proʊˈhɪb·ət, prə- proʊˈhɪb·ət, prə- prəˈhɪbɪt",0,0
prohibited, prəˈhɪbɪt prəˈhɪbɪt,1,0
prohibiting, prəˈhɪbɪt prəˈhɪbɪt,1,0
prohibition," ˌproʊɪˈbɪʃən ˌproʊ·həˈbɪʃ·ən, ˌproʊ·ə-",0,0
prohibitive," proʊˈhɪbət̬ɪv proʊˈhɪb·ɪ·t̬ɪv, prə- prəˈhɪbətɪv prəˈhɪbətɪv",0,0
prohibitively, proʊˈhɪbət̬ɪvli,0,0
prohibits," prəˈhɪbɪt prəˈhɪbɪt proʊˈhɪb·ət, prə- proʊˈhɪb·ət, prə- prəˈhɪbɪt",1,0
project," ˈprɑːdʒekt ˈprɑːdʒekt ˈprɑdʒ·ekt, -ɪkt ˈprɑdʒ·ekt, -ɪkt",0,0
