Word,Pronunciation,Root Word Returned,Missing
predominantly, prɪˈdɑːmənəntli,0,0
predominate, prɪˈdɑːməneɪt prɪˈdɑm·əˌneɪt,0,0
predominately,,0,0
predominates, prɪˈdɑːməneɪt prɪˈdɑm·əˌneɪt,1,0
pree,,0,0
preeminence, ˌpriːˈemənəns,1,0
preeminent, priˈem·ə·nənt,0,0
preempt, priˈempt priˈempt,0,0
preempted, priˈempt priˈempt,1,0
preempting, priˈempt priˈempt,1,0
preemption, ˌpriːˈempʃən ˌpriːˈempʃən,1,0
preemptive, ˌpriːˈemptɪv,1,0
preemptively,,0,0
preen, priːn priːn prin prin,0,0
preening, priːn priːn priːn,1,0
preexisting, ˌpriːɪɡˈzɪstɪŋ,1,0
prefab, ˈpriːfæb,0,0
prefabricated, ˌpriːˈfæbrəkeɪt̬ɪd priˈfæb·rɪˌkeɪ·t̬ɪd,0,0
preface, ˈprefɪs ˈpref·əs,0,0
prefaced, ˈprefɪs,1,0
prefect, ˈpriːfekt ˈpriːfekt,0,0
prefectural,,0,0
prefecture, ˈpriːfektʃɚ,0,0
prefer, prɪˈfɝː prɪˈfɝː prɪˈfɜr,0,0
preferable, ˈprefərəbəl ˈpref·ər·ə·bəl,0,0
preferably, ˈprefərəbli,0,0
preference, ˈprefərəns ˈprefərəns ˈpref·ər·əns,1,0
preferences, ˈprefərəns ˈprefərəns ˈprefərəns ˈpref·ər·əns,1,0
preferential, ˌprefərˈenʃəl ˌpref·əˈren·tʃəl,1,0
preferentially, ˌprefərˈenʃəli ˌprefərˈenʃəli,0,0
preferred, prɪˈfɝːd,1,0
preferring,,1,0
prefers, prɪˈfɝː prɪˈfɝː prɪˈfɜr,1,0
prefix, ˈpriːfɪks ˈpriːfɪks ˈpriːfɪks ˈpriːfɪks ˈpriːfɪks ˈpri·fɪks,0,0
prefrontal,,0,0
pregnancies, ˈpreɡnənsi,1,0
pregnancy, ˈpreɡnənsi,0,0
pregnant, ˈpreɡnənt ˈpreɡnənt ˈpreɡ·nənt ˈpreɡ·nənt,0,0
prehistoric," ˌpriːhɪˈstɔːrɪk ˌpriːhɪˈstɔːrɪk ˌpri·hɪsˈtɔr·ɪk, -ˈtɑr-",0,0
prejudge, ˌpriːˈdʒʌdʒ priˈdʒʌdʒ,0,0
prejudged, ˌpriːˈdʒʌdʒ,1,0
prejudice, ˈpredʒədɪs ˈpredʒ·ə·dɪs,1,0
prejudiced, ˈpredʒədɪst ˈpredʒ·ə·dɪst,0,0
prejudices, ˈpredʒədɪs ˈpredʒədɪs ˈpredʒ·ə·dɪs,1,0
prejudicial, ˌpredʒəˈdɪʃəl,0,0
prelate, ˈprelət,0,0
prelates, ˈprelət,1,0
prelim, ˈpriːlɪm,0,0
preliminaries, prɪˈlɪməneri prɪˈlɪm·əˌner·i prɪˈlɪmɪneri,1,0
preliminarily, prɪˌlɪməˈnerəli,0,0
preliminary, prɪˈlɪməneri prɪˈlɪm·əˌner·i prɪˈlɪmɪneri,0,0
prelims, ˈpriːlɪm,1,0
prelude," ˈpreljuːd ˈpreljuːd ˈpreljuːd ˈprel·jud, ˈpreɪ·lud ˈprel·jud, ˈpreɪ·lud",0,0
preludes," ˈpreljuːd ˈpreljuːd ˈpreljuːd ˈprel·jud, ˈpreɪ·lud ˈprel·jud, ˈpreɪ·lud",1,0
prem,,0,0
premarital, ˌpriːˈmerət̬əl priˈmær·ɪ·t̬əl,0,0
premature," ˌpriːməˈtʃʊr ˌpri·məˈtʃʊr, -ˈtʊr",0,0
prematurely," ˌpriːməˈtʃʊrli ˌpri·məˈtʃʊr·li, -ˈtʊr-",0,0
premeditate,,0,0
premeditated, ˌpriːˈmedəteɪt̬ɪd priˈmed·ɪˌteɪ·t̬ɪd,0,0
premeditation, ˌpriːmedəˈteɪʃən,0,0
premier," prɪˈmɪr prɪˈmɪər, ˈpri·mɪər prɪˈmɪər",0,0
